company_name,ticker,profile,industry,addressl1,addressl2,country,phone,website
Flughafen Zuerich AG,FLGZY.PQ,"Flughafen Zuerich AG is a Switzerland-based company that is engaged in the operation of Zurich Airport in Switzerland on behalf of the federal government. The Company offers access to international, national and regional transport networks. The Company operates in four segments: the Aviation flight operations segment encompasses the construction, operation and maintenance of the airport operating infrastructure; the Aviation security segment covers the installation, operation and maintenance of security infrastructure and all processes of direct relevance to security, which includes all systems and their operation and maintenance designed to prevent actions of any kind that affect the security of commercial civil aviation; the Non-aviation segment encompasses all activities relating to the development, marketing and operation of the commercial infrastructure at Zurich Airport, and the Aviation aircraft noise segment.",Misc. Transportation,"Flughafen, Kloten",8058,Switzerland,+41.43.8162211,https://www.flughafen-zuerich.ch/
Flughafen Wien AG,VIEV.VI,"Flughafen Wien AG is an Austria-based company that is engaged in the operation, development and building initiatives at the Vienna International Airport. The Company operates through four segments: Airport, Handling, Retail and Properties, and Other Segments. The Airport segment handles the operation of the movement areas, terminal facilities and equipment required for passenger and baggage handling. The Handling Segment offers services for the handling of aircraft and passengers on scheduled and charter flights, and also responsible for the handling of general aviation aircraft and passengers, as well as the operation of the General Aviation Center. The Retail and Properties segment covers the real estate and centre management business units of the Company, and provides a range of services to support airport operations, including shopping, gastronomy and parking. Other Segments is involved in technical services and construction management.",Misc. Transportation,"Wien Flughafen, Postfach 1",1300,Austria,+43.1.70070,http://www.viennaairport.com
Flughafen Wien AG,FLW1.BE,"Flughafen Wien AG is an Austria-based company that is engaged in the operation, development and building initiatives at the Vienna International Airport. The Company operates through four segments: Airport, Handling, Retail and Properties, and Other Segments. The Airport segment handles the operation of the movement areas, terminal facilities and equipment required for passenger and baggage handling. The Handling Segment offers services for the handling of aircraft and passengers on scheduled and charter flights, and also responsible for the handling of general aviation aircraft and passengers, as well as the operation of the General Aviation Center. The Retail and Properties segment covers the real estate and centre management business units of the Company, and provides a range of services to support airport operations, including shopping, gastronomy and parking. Other Segments is involved in technical services and construction management.",Misc. Transportation,"Wien Flughafen, Postfach 1",1300,Austria,+43.1.70070,http://www.viennaairport.com
Flughafen Wien AG,FLW1.D,"Flughafen Wien AG is an Austria-based company that is engaged in the operation, development and building initiatives at the Vienna International Airport. The Company operates through four segments: Airport, Handling, Retail and Properties, and Other Segments. The Airport segment handles the operation of the movement areas, terminal facilities and equipment required for passenger and baggage handling. The Handling Segment offers services for the handling of aircraft and passengers on scheduled and charter flights, and also responsible for the handling of general aviation aircraft and passengers, as well as the operation of the General Aviation Center. The Retail and Properties segment covers the real estate and centre management business units of the Company, and provides a range of services to support airport operations, including shopping, gastronomy and parking. Other Segments is involved in technical services and construction management.",Misc. Transportation,"Wien Flughafen, Postfach 1",1300,Austria,+43.1.70070,http://www.viennaairport.com
Flughafen Wien AG,FLW1.F,"Flughafen Wien AG is an Austria-based company that is engaged in the operation, development and building initiatives at the Vienna International Airport. The Company operates through four segments: Airport, Handling, Retail and Properties, and Other Segments. The Airport segment handles the operation of the movement areas, terminal facilities and equipment required for passenger and baggage handling. The Handling Segment offers services for the handling of aircraft and passengers on scheduled and charter flights, and also responsible for the handling of general aviation aircraft and passengers, as well as the operation of the General Aviation Center. The Retail and Properties segment covers the real estate and centre management business units of the Company, and provides a range of services to support airport operations, including shopping, gastronomy and parking. Other Segments is involved in technical services and construction management.",Misc. Transportation,"Wien Flughafen, Postfach 1",1300,Austria,+43.1.70070,http://www.viennaairport.com
Flughafen Wien AG,FLW1.MU,"Flughafen Wien AG is an Austria-based company that is engaged in the operation, development and building initiatives at the Vienna International Airport. The Company operates through four segments: Airport, Handling, Retail and Properties, and Other Segments. The Airport segment handles the operation of the movement areas, terminal facilities and equipment required for passenger and baggage handling. The Handling Segment offers services for the handling of aircraft and passengers on scheduled and charter flights, and also responsible for the handling of general aviation aircraft and passengers, as well as the operation of the General Aviation Center. The Retail and Properties segment covers the real estate and centre management business units of the Company, and provides a range of services to support airport operations, including shopping, gastronomy and parking. Other Segments is involved in technical services and construction management.",Misc. Transportation,"Wien Flughafen, Postfach 1",1300,Austria,+43.1.70070,http://www.viennaairport.com
Flughafen Wien AG,VIEV.VIf,"Flughafen Wien AG is an Austria-based company that is engaged in the operation, development and building initiatives at the Vienna International Airport. The Company operates through four segments: Airport, Handling, Retail and Properties, and Other Segments. The Airport segment handles the operation of the movement areas, terminal facilities and equipment required for passenger and baggage handling. The Handling Segment offers services for the handling of aircraft and passengers on scheduled and charter flights, and also responsible for the handling of general aviation aircraft and passengers, as well as the operation of the General Aviation Center. The Retail and Properties segment covers the real estate and centre management business units of the Company, and provides a range of services to support airport operations, including shopping, gastronomy and parking. Other Segments is involved in technical services and construction management.",Misc. Transportation,"Wien Flughafen, Postfach 1",1300,Austria,+43.1.70070,http://www.viennaairport.com
Airports of Thailand PCL,AOT.BK,"Airports of Thailand Public Company Limited is a Thailand-based company engaged in airport business and other services related to airport operation. The Company operates two principal business segments, which are airport business and hotel business. The Company develops and manages Suvarnabhumi, Don Mueang, Chiang Mai, Hat Yai, Phuket and Mae Fah Luang Chiang Rai airports. The Company’s operations involve both aeronautical and non-aeronautical activities. The aeronautical activities are associated with air-traffic movements, such as landing, parking, passenger services and aircraft services. The non-aeronautical activities include office and state property rents, services and concession. The Company is also involved in the development and operations of hotels near Suvarnabhumi and Don Mueang airports. The Company’s subsidiary includes Suvarnabhumi Airport Hotel Company Limited.",Misc. Transportation,333 Cherdwutagard Road,"Srikan, Don Mueang",10210,+66.25.351111,http://www.airportthai.co.th
Airports of Thailand PCL,AIPUF.PK,"Airports of Thailand Public Company Limited is a Thailand-based company engaged in airport business and other services related to airport operation. The Company operates two principal business segments, which are airport business and hotel business. The Company develops and manages Suvarnabhumi, Don Mueang, Chiang Mai, Hat Yai, Phuket and Mae Fah Luang Chiang Rai airports. The Company’s operations involve both aeronautical and non-aeronautical activities. The aeronautical activities are associated with air-traffic movements, such as landing, parking, passenger services and aircraft services. The non-aeronautical activities include office and state property rents, services and concession. The Company is also involved in the development and operations of hotels near Suvarnabhumi and Don Mueang airports. The Company’s subsidiary includes Suvarnabhumi Airport Hotel Company Limited.",Misc. Transportation,333 Cherdwutagard Road,"Srikan, Don Mueang",10210,+66.25.351111,http://www.airportthai.co.th
Airports of Thailand PCL,AIPUY.PK,"Airports of Thailand Public Company Limited is a Thailand-based company engaged in airport business and other services related to airport operation. The Company operates two principal business segments, which are airport business and hotel business. The Company develops and manages Suvarnabhumi, Don Mueang, Chiang Mai, Hat Yai, Phuket and Mae Fah Luang Chiang Rai airports. The Company’s operations involve both aeronautical and non-aeronautical activities. The aeronautical activities are associated with air-traffic movements, such as landing, parking, passenger services and aircraft services. The non-aeronautical activities include office and state property rents, services and concession. The Company is also involved in the development and operations of hotels near Suvarnabhumi and Don Mueang airports. The Company’s subsidiary includes Suvarnabhumi Airport Hotel Company Limited.",Misc. Transportation,333 Cherdwutagard Road,"Srikan, Don Mueang",10210,+66.25.351111,http://www.airportthai.co.th
Airports of Thailand PCL,AOTf.BK,"Airports of Thailand Public Company Limited is a Thailand-based company engaged in airport business and other services related to airport operation. The Company operates two principal business segments, which are airport business and hotel business. The Company develops and manages Suvarnabhumi, Don Mueang, Chiang Mai, Hat Yai, Phuket and Mae Fah Luang Chiang Rai airports. The Company’s operations involve both aeronautical and non-aeronautical activities. The aeronautical activities are associated with air-traffic movements, such as landing, parking, passenger services and aircraft services. The non-aeronautical activities include office and state property rents, services and concession. The Company is also involved in the development and operations of hotels near Suvarnabhumi and Don Mueang airports. The Company’s subsidiary includes Suvarnabhumi Airport Hotel Company Limited.",Misc. Transportation,333 Cherdwutagard Road,"Srikan, Don Mueang",10210,+66.25.351111,http://www.airportthai.co.th
Airports of Thailand PCL,AOTn.BK,"Airports of Thailand Public Company Limited is a Thailand-based company engaged in airport business and other services related to airport operation. The Company operates two principal business segments, which are airport business and hotel business. The Company develops and manages Suvarnabhumi, Don Mueang, Chiang Mai, Hat Yai, Phuket and Mae Fah Luang Chiang Rai airports. The Company’s operations involve both aeronautical and non-aeronautical activities. The aeronautical activities are associated with air-traffic movements, such as landing, parking, passenger services and aircraft services. The non-aeronautical activities include office and state property rents, services and concession. The Company is also involved in the development and operations of hotels near Suvarnabhumi and Don Mueang airports. The Company’s subsidiary includes Suvarnabhumi Airport Hotel Company Limited.",Misc. Transportation,333 Cherdwutagard Road,"Srikan, Don Mueang",10210,+66.25.351111,http://www.airportthai.co.th
Airports of Thailand PCL,AOTt.MU,"Airports of Thailand Public Company Limited is a Thailand-based company engaged in airport business and other services related to airport operation. The Company operates two principal business segments, which are airport business and hotel business. The Company develops and manages Suvarnabhumi, Don Mueang, Chiang Mai, Hat Yai, Phuket and Mae Fah Luang Chiang Rai airports. The Company’s operations involve both aeronautical and non-aeronautical activities. The aeronautical activities are associated with air-traffic movements, such as landing, parking, passenger services and aircraft services. The non-aeronautical activities include office and state property rents, services and concession. The Company is also involved in the development and operations of hotels near Suvarnabhumi and Don Mueang airports. The Company’s subsidiary includes Suvarnabhumi Airport Hotel Company Limited.",Misc. Transportation,333 Cherdwutagard Road,"Srikan, Don Mueang",10210,+66.25.351111,http://www.airportthai.co.th
Airports of Thailand PCL,TX3A.BE,"Airports of Thailand Public Company Limited is a Thailand-based company engaged in airport business and other services related to airport operation. The Company operates two principal business segments, which are airport business and hotel business. The Company develops and manages Suvarnabhumi, Don Mueang, Chiang Mai, Hat Yai, Phuket and Mae Fah Luang Chiang Rai airports. The Company’s operations involve both aeronautical and non-aeronautical activities. The aeronautical activities are associated with air-traffic movements, such as landing, parking, passenger services and aircraft services. The non-aeronautical activities include office and state property rents, services and concession. The Company is also involved in the development and operations of hotels near Suvarnabhumi and Don Mueang airports. The Company’s subsidiary includes Suvarnabhumi Airport Hotel Company Limited.",Misc. Transportation,333 Cherdwutagard Road,"Srikan, Don Mueang",10210,+66.25.351111,http://www.airportthai.co.th
Airports of Thailand PCL,TX3A.F,"Airports of Thailand Public Company Limited is a Thailand-based company engaged in airport business and other services related to airport operation. The Company operates two principal business segments, which are airport business and hotel business. The Company develops and manages Suvarnabhumi, Don Mueang, Chiang Mai, Hat Yai, Phuket and Mae Fah Luang Chiang Rai airports. The Company’s operations involve both aeronautical and non-aeronautical activities. The aeronautical activities are associated with air-traffic movements, such as landing, parking, passenger services and aircraft services. The non-aeronautical activities include office and state property rents, services and concession. The Company is also involved in the development and operations of hotels near Suvarnabhumi and Don Mueang airports. The Company’s subsidiary includes Suvarnabhumi Airport Hotel Company Limited.",Misc. Transportation,333 Cherdwutagard Road,"Srikan, Don Mueang",10210,+66.25.351111,http://www.airportthai.co.th
Airports of Thailand PCL,TX3A.MU,"Airports of Thailand Public Company Limited is a Thailand-based company engaged in airport business and other services related to airport operation. The Company operates two principal business segments, which are airport business and hotel business. The Company develops and manages Suvarnabhumi, Don Mueang, Chiang Mai, Hat Yai, Phuket and Mae Fah Luang Chiang Rai airports. The Company’s operations involve both aeronautical and non-aeronautical activities. The aeronautical activities are associated with air-traffic movements, such as landing, parking, passenger services and aircraft services. The non-aeronautical activities include office and state property rents, services and concession. The Company is also involved in the development and operations of hotels near Suvarnabhumi and Don Mueang airports. The Company’s subsidiary includes Suvarnabhumi Airport Hotel Company Limited.",Misc. Transportation,333 Cherdwutagard Road,"Srikan, Don Mueang",10210,+66.25.351111,http://www.airportthai.co.th
"AIRPORT FACILITIES Co., LTD.",8864.T,"AIRPORT FACILITIES Co.,LTD. is a Japan-based company engaged in real estate leasing business, heat supply business, water supply & drainage management business and other businesses. The Company operates in three business segments. Real Estate Leasing Business segment in involved in the leasing of real estate, such as office buildings, hangars, apartment complexes, hotels and factory buildings. Heat Supply Business segment is involved in the supply of cooling and heating services. Water Supply & Drainage Management and Other Business segment is involved in water supply, drainage, common communication and solar power generation business.",Real Estate Operations,"Sogo Bldg. No.5, 1-6-5, Haneda Airport","OTA-KU, TKY",144-0041,+81.3.37470251,http://www.afc.jp/
Airport City Ltd.,ARPT.TA,"Airport City Ltd is an Israel-based company engaged in the real estate sector. The Company is engaged in two fields: income-yielding properties and residential projects. The Company’s properties, in Israel and abroad, include central bus stations, parking lots, shopping and commercial centers, shopping malls, office buildings, logistical centers and gas stations. The Company is engaged in initiating, planning, developing, acquiring, managing, improving and realizing investments in the area of real estate in Israel and abroad. In addition, the Company holds a number of hotels in Europe and in Israel. Airport City Ltd is the entrepreneur, designer, developer and owner of Airport City industrial park. The Company’s shareholders are Bank Leumi Investment Company Ltd, The JOEL Group Jerusalem Oil Exploration Ltd and Parol Investments and Trade 1999 Ltd. ",Real Estate Operations,Granit 8,4951407,Israel,+972.3.9734443,http://www.nitsba.com/
Malaysia Airports Holdings Berhad,MAHB.KL,"Malaysia Airports Holdings Berhad is an investment holding company. The Company operates through the segments, which include Malaysia Operations and Overseas Operations. Its Malaysia Operations segment includes duty free and non-dutiable goods, airport services, agriculture and horticulture, hotel, and project and repair maintenance services. Its Overseas Operations segment includes project and repair maintenance, and airport services. It provides management service in respect of food and beverage outlets at designated airports. It manages, operates and maintains designated airports in Malaysia and provides airport related services. It cultivates and sells oil palm and other agricultural products. It manages and operates a hotel, Sama-Sama Hotel and Sama-Sama Express K.L. International Airport. It is also engaged in providing consultancy, operations and maintenance of information and communication technology business ventures, and provision of mechanical and electrical engineering.",Misc. Transportation,Malaysia Airports Corporate Office,"Persiaran Korporat KLIA, K L I A",64000,+60.3.87777000,http://www.malaysiaairports.com.my/
Malaysia Airports Holdings Berhad,MAHBbi.KL,"Malaysia Airports Holdings Berhad is an investment holding company. The Company operates through the segments, which include Malaysia Operations and Overseas Operations. Its Malaysia Operations segment includes duty free and non-dutiable goods, airport services, agriculture and horticulture, hotel, and project and repair maintenance services. Its Overseas Operations segment includes project and repair maintenance, and airport services. It provides management service in respect of food and beverage outlets at designated airports. It manages, operates and maintains designated airports in Malaysia and provides airport related services. It cultivates and sells oil palm and other agricultural products. It manages and operates a hotel, Sama-Sama Hotel and Sama-Sama Express K.L. International Airport. It is also engaged in providing consultancy, operations and maintenance of information and communication technology business ventures, and provision of mechanical and electrical engineering.",Misc. Transportation,Malaysia Airports Corporate Office,"Persiaran Korporat KLIA, K L I A",64000,+60.3.87777000,http://www.malaysiaairports.com.my/
Malaysia Airports Holdings Berhad,MAHBol.KL,"Malaysia Airports Holdings Berhad is an investment holding company. The Company operates through the segments, which include Malaysia Operations and Overseas Operations. Its Malaysia Operations segment includes duty free and non-dutiable goods, airport services, agriculture and horticulture, hotel, and project and repair maintenance services. Its Overseas Operations segment includes project and repair maintenance, and airport services. It provides management service in respect of food and beverage outlets at designated airports. It manages, operates and maintains designated airports in Malaysia and provides airport related services. It cultivates and sells oil palm and other agricultural products. It manages and operates a hotel, Sama-Sama Hotel and Sama-Sama Express K.L. International Airport. It is also engaged in providing consultancy, operations and maintenance of information and communication technology business ventures, and provision of mechanical and electrical engineering.",Misc. Transportation,Malaysia Airports Corporate Office,"Persiaran Korporat KLIA, K L I A",64000,+60.3.87777000,http://www.malaysiaairports.com.my/
"Shanghai International Airport Co., Ltd.",600009.SS,"Shanghai International Airport Co., Ltd. is a China-based company primarily engaged in the provision of airport services and the operation and management of airports. The Company's main activities consist of the provision of ground handling services to domestic and foreign airlines and passengers, which includes management and leasing of aviation operation space, commercial space and offices inside the airports, as well as domestic trading; other airport related services, which includes advertising business, freight forwarding, customs agent, agent inspection, long distance bus terminal, parking management and expanded services; and the integrated development of other investment projects. The Company operates Pudong International Airport in Shanghai, China.",Misc. Transportation,"No.900 Qihang Road, Pudong New Area","SHANGHAI, SHA",201207,+86.21.68341609,https://www.shairport.com/
"Shanghai International Airport Co., Ltd.",600009.SSh,"Shanghai International Airport Co., Ltd. is a China-based company primarily engaged in the provision of airport services and the operation and management of airports. The Company's main activities consist of the provision of ground handling services to domestic and foreign airlines and passengers, which includes management and leasing of aviation operation space, commercial space and offices inside the airports, as well as domestic trading; other airport related services, which includes advertising business, freight forwarding, customs agent, agent inspection, long distance bus terminal, parking management and expanded services; and the integrated development of other investment projects. The Company operates Pudong International Airport in Shanghai, China.",Misc. Transportation,"No.900 Qihang Road, Pudong New Area","SHANGHAI, SHA",201207,+86.21.68341609,https://www.shairport.com/
